timestamp,location,raw_text,platform,date,detected_symptom,severity_score,official_aqi,pm25
2025-12-05 10:37:00,Anand Vihar,Is anyone else feeling dizzy due to this smoke?,Bluesky_Sim,2025-12-05,GENERAL,5,188.6875,84.718125
2025-12-01 08:49:00,Anand Vihar,Asthma triggered again. This pollution in Anand Vihar is toxic.,Twitter_Mined,2025-12-01,RESPIRATORY,5,204.4375,94.11479166666668
2025-12-15 19:46:00,Rohini,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-15,OCULAR,7,202.5,86.65625
2025-12-12 13:59:00,Jahangirpuri,Can't breathe properly today in Jahangirpuri. AQI is insane.,Twitter_Mined,2025-12-12,RESPIRATORY,7,190.95833333333334,85.74083333333334
2025-12-09 20:33:00,RK Puram,My lungs are burning. Is the AQI 500+ again?,Twitter_Mined,2025-12-09,RESPIRATORY,7,197.22916666666666,85.19479166666666
2025-12-08 00:04:00,Dwarka,My lungs are burning. Is the AQI 500+ again?,Twitter_Mined,2025-12-08,RESPIRATORY,7,205.29166666666666,90.00854166666666
2025-12-07 18:37:00,Jahangirpuri,Saans lene me dikkat ho rahi hai nearby Jahangirpuri. Anyone else?,Twitter_Mined,2025-12-07,RESPIRATORY,5,209.83333333333334,89.058125
2025-12-06 17:51:00,Anand Vihar,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-06,OCULAR,7,202.3125,88.784375
2025-12-13 07:15:00,JNU,It feels like chilli powder in the air at JNU. Eyes are red.,Twitter_Mined,2025-12-13,OCULAR,7,209.1875,93.17625
2025-12-08 11:09:00,Anand Vihar,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-08,RESPIRATORY,5,205.29166666666666,90.00854166666666
2025-12-03 14:43:00,Jahangirpuri,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-03,RESPIRATORY,7,203.83333333333334,94.42020833333333
2025-12-15 19:10:00,RK Puram,Blurred vision due to smog in RK Puram. Be careful driving.,Twitter_Mined,2025-12-15,OCULAR,7,202.5,86.65625
2025-12-12 20:04:00,JNU,Blurred vision due to smog in JNU. Be careful driving.,Twitter_Mined,2025-12-12,OCULAR,7,190.95833333333334,85.74083333333334
2025-12-15 10:57:00,Anand Vihar,Is anyone else feeling dizzy due to this smoke?,Bluesky_Sim,2025-12-15,GENERAL,5,202.5,86.65625
2025-12-15 13:23:00,ITO,Saans lene me dikkat ho rahi hai nearby ITO. Anyone else?,Twitter_Mined,2025-12-15,RESPIRATORY,5,202.5,86.65625
2025-12-03 21:26:00,RK Puram,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-03,RESPIRATORY,5,203.83333333333334,94.42020833333333
2025-12-03 07:30:00,Dwarka,It feels like chilli powder in the air at Dwarka. Eyes are red.,Twitter_Mined,2025-12-03,OCULAR,7,203.83333333333334,94.42020833333333
2025-12-04 20:45:00,Connaught Place,It feels like chilli powder in the air at Connaught Place. Eyes are red.,Twitter_Mined,2025-12-04,OCULAR,7,206.79166666666666,89.70916666666666
2025-12-04 09:33:00,JNU,Mask is useless in JNU today. Eyes watering continuously.,Twitter_Mined,2025-12-04,OCULAR,7,206.79166666666666,89.70916666666666
2025-12-07 00:24:00,Vasant Kunj,Blurred vision due to smog in Vasant Kunj. Be careful driving.,Twitter_Mined,2025-12-07,OCULAR,7,209.83333333333334,89.058125
2025-12-11 21:10:00,Connaught Place,Is anyone else feeling dizzy due to this smoke?,Bluesky_Sim,2025-12-11,GENERAL,5,194.35416666666666,87.54541666666667
2025-12-03 08:23:00,IIT Delhi,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-03,OCULAR,7,203.83333333333334,94.42020833333333
2025-12-06 03:18:00,RK Puram,My eyes are burning so bad in RK Puram. #DelhiPollution,Twitter_Mined,2025-12-06,OCULAR,9,202.3125,88.784375
2025-12-12 13:21:00,Connaught Place,Saans lene me dikkat ho rahi hai nearby Connaught Place. Anyone else?,Twitter_Mined,2025-12-12,RESPIRATORY,5,190.95833333333334,85.74083333333334
2025-12-11 11:11:00,Munirka,Bhai Munirka me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-11,RESPIRATORY,5,194.35416666666666,87.54541666666667
2025-12-12 01:06:00,Anand Vihar,Sir dard se phat raha hai. Anand Vihar is extremely polluted.,Bluesky_Sim,2025-12-12,GENERAL,5,190.95833333333334,85.74083333333334
2025-12-13 11:37:00,Anand Vihar,Bhai Anand Vihar me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-13,RESPIRATORY,5,209.1875,93.17625
2025-12-06 20:04:00,Vasant Kunj,Asthma triggered again. This pollution in Vasant Kunj is toxic.,Twitter_Mined,2025-12-06,RESPIRATORY,5,202.3125,88.784375
2025-12-04 12:03:00,Rohini,Saans lene me dikkat ho rahi hai nearby Rohini. Anyone else?,Twitter_Mined,2025-12-04,RESPIRATORY,5,206.79166666666666,89.70916666666666
2025-12-09 10:26:00,RK Puram,My eyes are burning so bad in RK Puram. #DelhiPollution,Twitter_Mined,2025-12-09,OCULAR,9,197.22916666666666,85.19479166666666
2025-12-02 18:59:00,IIT Delhi,My eyes are burning so bad in IIT Delhi. #DelhiPollution,Twitter_Mined,2025-12-02,OCULAR,9,205.10416666666666,93.215625
2025-12-14 22:00:00,RK Puram,Saans lene me dikkat ho rahi hai nearby RK Puram. Anyone else?,Twitter_Mined,2025-12-14,RESPIRATORY,5,211.33333333333334,91.03250000000001
2025-12-04 20:52:00,Anand Vihar,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-04,RESPIRATORY,5,206.79166666666666,89.70916666666666
2025-12-15 08:11:00,IIT Delhi,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-15,RESPIRATORY,5,202.5,86.65625
2025-12-08 13:17:00,RK Puram,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-08,RESPIRATORY,7,205.29166666666666,90.00854166666666
2025-12-14 21:02:00,Rohini,Blurred vision due to smog in Rohini. Be careful driving.,Twitter_Mined,2025-12-14,OCULAR,7,211.33333333333334,91.03250000000001
2025-12-09 10:45:00,RK Puram,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-09,RESPIRATORY,7,197.22916666666666,85.19479166666666
2025-12-14 19:19:00,IIT Delhi,Saans lene me dikkat ho rahi hai nearby IIT Delhi. Anyone else?,Twitter_Mined,2025-12-14,RESPIRATORY,5,211.33333333333334,91.03250000000001
2025-12-02 11:57:00,RK Puram,Mujhe subah se bukhar aur headache hai. Pollution effect?,Bluesky_Sim,2025-12-02,GENERAL,7,205.10416666666666,93.215625
2025-12-06 22:05:00,JNU,My eyes are burning so bad in JNU. #DelhiPollution,Twitter_Mined,2025-12-06,OCULAR,9,202.3125,88.784375
2025-12-09 15:22:00,RK Puram,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-09,RESPIRATORY,5,197.22916666666666,85.19479166666666
2025-12-15 10:43:00,JNU,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-15,RESPIRATORY,5,202.5,86.65625
2025-12-06 20:42:00,Connaught Place,Is anyone else feeling dizzy due to this smoke?,Bluesky_Sim,2025-12-06,GENERAL,5,202.3125,88.784375
2025-12-07 06:19:00,Anand Vihar,Bhai Anand Vihar me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-07,RESPIRATORY,5,209.83333333333334,89.058125
2025-12-03 19:58:00,JNU,Mask is useless in JNU today. Eyes watering continuously.,Twitter_Mined,2025-12-03,OCULAR,7,203.83333333333334,94.42020833333333
2025-12-05 18:57:00,Munirka,Blurred vision due to smog in Munirka. Be careful driving.,Twitter_Mined,2025-12-05,OCULAR,7,188.6875,84.718125
2025-12-05 17:02:00,RK Puram,Sir dard se phat raha hai. RK Puram is extremely polluted.,Bluesky_Sim,2025-12-05,GENERAL,5,188.6875,84.718125
2025-12-14 11:46:00,Anand Vihar,Can't breathe properly today in Anand Vihar. AQI is insane.,Twitter_Mined,2025-12-14,RESPIRATORY,7,211.33333333333334,91.03250000000001
2025-12-15 01:30:00,Vasant Kunj,Is anyone else feeling dizzy due to this smoke?,Bluesky_Sim,2025-12-15,GENERAL,5,202.5,86.65625
2025-12-15 09:22:00,IIT Delhi,Bhai IIT Delhi me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-15,RESPIRATORY,5,202.5,86.65625
2025-12-05 19:21:00,Munirka,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-05,RESPIRATORY,5,188.6875,84.718125
2025-12-12 10:35:00,Vasant Kunj,My eyes are burning so bad in Vasant Kunj. #DelhiPollution,Twitter_Mined,2025-12-12,OCULAR,9,190.95833333333334,85.74083333333334
2025-12-04 18:34:00,IIT Delhi,My eyes are burning so bad in IIT Delhi. #DelhiPollution,Twitter_Mined,2025-12-04,OCULAR,9,206.79166666666666,89.70916666666666
2025-12-01 01:11:00,Vasant Kunj,Bhai Vasant Kunj me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-01,RESPIRATORY,5,204.4375,94.11479166666668
2025-12-01 20:06:00,ITO,Blurred vision due to smog in ITO. Be careful driving.,Twitter_Mined,2025-12-01,OCULAR,7,204.4375,94.11479166666668
2025-12-03 03:53:00,RK Puram,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-03,OCULAR,7,203.83333333333334,94.42020833333333
2025-12-02 01:30:00,Anand Vihar,Bhai Anand Vihar me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-02,RESPIRATORY,5,205.10416666666666,93.215625
2025-12-09 21:24:00,Rohini,Can't breathe properly today in Rohini. AQI is insane.,Twitter_Mined,2025-12-09,RESPIRATORY,7,197.22916666666666,85.19479166666666
2025-12-04 08:07:00,JNU,Bhai JNU me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-04,RESPIRATORY,5,206.79166666666666,89.70916666666666
2025-12-12 18:10:00,Anand Vihar,My lungs are burning. Is the AQI 500+ again?,Twitter_Mined,2025-12-12,RESPIRATORY,7,190.95833333333334,85.74083333333334
2025-12-04 06:29:00,RK Puram,Blurred vision due to smog in RK Puram. Be careful driving.,Twitter_Mined,2025-12-04,OCULAR,7,206.79166666666666,89.70916666666666
2025-12-14 02:44:00,Anand Vihar,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-14,RESPIRATORY,7,211.33333333333334,91.03250000000001
2025-12-09 20:43:00,Rohini,Is anyone else feeling dizzy due to this smoke?,Bluesky_Sim,2025-12-09,GENERAL,5,197.22916666666666,85.19479166666666
2025-12-13 21:20:00,RK Puram,Mujhe subah se bukhar aur headache hai. Pollution effect?,Bluesky_Sim,2025-12-13,GENERAL,7,209.1875,93.17625
2025-12-05 18:30:00,ITO,Saans lene me dikkat ho rahi hai nearby ITO. Anyone else?,Twitter_Mined,2025-12-05,RESPIRATORY,5,188.6875,84.718125
2025-12-03 10:02:00,Jahangirpuri,Can't breathe properly today in Jahangirpuri. AQI is insane.,Twitter_Mined,2025-12-03,RESPIRATORY,7,203.83333333333334,94.42020833333333
2025-12-06 21:10:00,Rohini,Sir dard se phat raha hai. Rohini is extremely polluted.,Bluesky_Sim,2025-12-06,GENERAL,5,202.3125,88.784375
2025-12-05 04:25:00,JNU,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-05,OCULAR,7,188.6875,84.718125
2025-12-11 20:45:00,Jahangirpuri,Asthma triggered again. This pollution in Jahangirpuri is toxic.,Twitter_Mined,2025-12-11,RESPIRATORY,5,194.35416666666666,87.54541666666667
2025-12-05 00:03:00,JNU,My eyes are burning so bad in JNU. #DelhiPollution,Twitter_Mined,2025-12-05,OCULAR,9,188.6875,84.718125
2025-12-09 09:14:00,IIT Delhi,Sir dard se phat raha hai. IIT Delhi is extremely polluted.,Bluesky_Sim,2025-12-09,GENERAL,5,197.22916666666666,85.19479166666666
2025-12-06 18:01:00,JNU,Blurred vision due to smog in JNU. Be careful driving.,Twitter_Mined,2025-12-06,OCULAR,7,202.3125,88.784375
2025-12-12 20:11:00,RK Puram,My eyes are burning so bad in RK Puram. #DelhiPollution,Twitter_Mined,2025-12-12,OCULAR,9,190.95833333333334,85.74083333333334
2025-12-06 22:18:00,Vasant Kunj,My lungs are burning. Is the AQI 500+ again?,Twitter_Mined,2025-12-06,RESPIRATORY,7,202.3125,88.784375
2025-12-08 04:01:00,Anand Vihar,Asthma triggered again. This pollution in Anand Vihar is toxic.,Twitter_Mined,2025-12-08,RESPIRATORY,5,205.29166666666666,90.00854166666666
2025-12-06 04:16:00,JNU,My eyes are burning so bad in JNU. #DelhiPollution,Twitter_Mined,2025-12-06,OCULAR,9,202.3125,88.784375
2025-12-04 00:56:00,RK Puram,Bhai RK Puram me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-04,RESPIRATORY,5,206.79166666666666,89.70916666666666
2025-12-03 19:56:00,Rohini,My lungs are burning. Is the AQI 500+ again?,Twitter_Mined,2025-12-03,RESPIRATORY,7,203.83333333333334,94.42020833333333
2025-12-15 21:30:00,JNU,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-15,RESPIRATORY,7,202.5,86.65625
2025-12-10 21:05:00,Jahangirpuri,Sir dard se phat raha hai. Jahangirpuri is extremely polluted.,Bluesky_Sim,2025-12-10,GENERAL,5,179.89583333333334,81.16437499999999
2025-12-01 11:21:00,ITO,Mujhe subah se bukhar aur headache hai. Pollution effect?,Bluesky_Sim,2025-12-01,GENERAL,7,204.4375,94.11479166666668
2025-12-07 06:03:00,ITO,It feels like chilli powder in the air at ITO. Eyes are red.,Twitter_Mined,2025-12-07,OCULAR,7,209.83333333333334,89.058125
2025-12-12 14:23:00,Jahangirpuri,Mujhe subah se bukhar aur headache hai. Pollution effect?,Bluesky_Sim,2025-12-12,GENERAL,7,190.95833333333334,85.74083333333334
2025-12-08 22:36:00,RK Puram,Can't breathe properly today in RK Puram. AQI is insane.,Twitter_Mined,2025-12-08,RESPIRATORY,7,205.29166666666666,90.00854166666666
2025-12-13 01:52:00,Vasant Kunj,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-13,OCULAR,7,209.1875,93.17625
2025-12-02 23:25:00,Munirka,My lungs are burning. Is the AQI 500+ again?,Twitter_Mined,2025-12-02,RESPIRATORY,7,205.10416666666666,93.215625
2025-12-11 17:49:00,JNU,Blurred vision due to smog in JNU. Be careful driving.,Twitter_Mined,2025-12-11,OCULAR,7,194.35416666666666,87.54541666666667
2025-12-08 00:14:00,Connaught Place,It feels like chilli powder in the air at Connaught Place. Eyes are red.,Twitter_Mined,2025-12-08,OCULAR,7,205.29166666666666,90.00854166666666
2025-12-15 18:19:00,Vasant Kunj,My eyes are burning so bad in Vasant Kunj. #DelhiPollution,Twitter_Mined,2025-12-15,OCULAR,9,202.5,86.65625
2025-12-10 14:28:00,Jahangirpuri,My eyes are burning so bad in Jahangirpuri. #DelhiPollution,Twitter_Mined,2025-12-10,OCULAR,9,179.89583333333334,81.16437499999999
2025-12-13 04:31:00,Munirka,Blurred vision due to smog in Munirka. Be careful driving.,Twitter_Mined,2025-12-13,OCULAR,7,209.1875,93.17625
2025-12-06 17:24:00,Jahangirpuri,Sir dard se phat raha hai. Jahangirpuri is extremely polluted.,Bluesky_Sim,2025-12-06,GENERAL,5,202.3125,88.784375
2025-12-13 13:59:00,Rohini,Bhai Rohini me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-13,RESPIRATORY,5,209.1875,93.17625
2025-12-01 08:59:00,IIT Delhi,Blurred vision due to smog in IIT Delhi. Be careful driving.,Twitter_Mined,2025-12-01,OCULAR,7,204.4375,94.11479166666668
2025-12-04 04:33:00,RK Puram,Blurred vision due to smog in RK Puram. Be careful driving.,Twitter_Mined,2025-12-04,OCULAR,7,206.79166666666666,89.70916666666666
2025-12-01 02:34:00,Rohini,My eyes are burning so bad in Rohini. #DelhiPollution,Twitter_Mined,2025-12-01,OCULAR,9,204.4375,94.11479166666668
2025-12-15 02:45:00,Vasant Kunj,Mujhe subah se bukhar aur headache hai. Pollution effect?,Bluesky_Sim,2025-12-15,GENERAL,7,202.5,86.65625
2025-12-12 05:02:00,ITO,Can't breathe properly today in ITO. AQI is insane.,Twitter_Mined,2025-12-12,RESPIRATORY,7,190.95833333333334,85.74083333333334
2025-12-04 19:26:00,IIT Delhi,Saans lene me dikkat ho rahi hai nearby IIT Delhi. Anyone else?,Twitter_Mined,2025-12-04,RESPIRATORY,5,206.79166666666666,89.70916666666666
2025-12-11 12:43:00,Connaught Place,Blurred vision due to smog in Connaught Place. Be careful driving.,Twitter_Mined,2025-12-11,OCULAR,7,194.35416666666666,87.54541666666667
2025-12-13 05:00:00,Rohini,Bhai Rohini me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-13,RESPIRATORY,5,209.1875,93.17625
2025-12-08 15:27:00,IIT Delhi,Mask is useless in IIT Delhi today. Eyes watering continuously.,Twitter_Mined,2025-12-08,OCULAR,7,205.29166666666666,90.00854166666666
2025-12-14 10:28:00,Connaught Place,Sir dard se phat raha hai. Connaught Place is extremely polluted.,Bluesky_Sim,2025-12-14,GENERAL,5,211.33333333333334,91.03250000000001
2025-12-04 07:45:00,IIT Delhi,Mask is useless in IIT Delhi today. Eyes watering continuously.,Twitter_Mined,2025-12-04,OCULAR,7,206.79166666666666,89.70916666666666
2025-12-05 11:36:00,Connaught Place,Mujhe subah se bukhar aur headache hai. Pollution effect?,Bluesky_Sim,2025-12-05,GENERAL,7,188.6875,84.718125
2025-12-09 21:55:00,Munirka,Bhai Munirka me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-09,RESPIRATORY,5,197.22916666666666,85.19479166666666
2025-12-15 06:25:00,Vasant Kunj,Is anyone else feeling dizzy due to this smoke?,Bluesky_Sim,2025-12-15,GENERAL,5,202.5,86.65625
2025-12-11 10:45:00,Dwarka,Blurred vision due to smog in Dwarka. Be careful driving.,Twitter_Mined,2025-12-11,OCULAR,7,194.35416666666666,87.54541666666667
2025-12-06 08:08:00,Anand Vihar,Blurred vision due to smog in Anand Vihar. Be careful driving.,Twitter_Mined,2025-12-06,OCULAR,7,202.3125,88.784375
2025-12-07 04:33:00,ITO,Mujhe subah se bukhar aur headache hai. Pollution effect?,Bluesky_Sim,2025-12-07,GENERAL,7,209.83333333333334,89.058125
2025-12-01 20:40:00,ITO,It feels like chilli powder in the air at ITO. Eyes are red.,Twitter_Mined,2025-12-01,OCULAR,7,204.4375,94.11479166666668
2025-12-04 03:23:00,Vasant Kunj,It feels like chilli powder in the air at Vasant Kunj. Eyes are red.,Twitter_Mined,2025-12-04,OCULAR,7,206.79166666666666,89.70916666666666
2025-12-10 20:12:00,RK Puram,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-10,RESPIRATORY,5,179.89583333333334,81.16437499999999
2025-12-06 04:55:00,Rohini,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-06,RESPIRATORY,7,202.3125,88.784375
2025-12-01 10:40:00,IIT Delhi,Blurred vision due to smog in IIT Delhi. Be careful driving.,Twitter_Mined,2025-12-01,OCULAR,7,204.4375,94.11479166666668
2025-12-01 08:06:00,Dwarka,My lungs are burning. Is the AQI 500+ again?,Twitter_Mined,2025-12-01,RESPIRATORY,7,204.4375,94.11479166666668
2025-12-12 23:26:00,IIT Delhi,Sir dard se phat raha hai. IIT Delhi is extremely polluted.,Bluesky_Sim,2025-12-12,GENERAL,5,190.95833333333334,85.74083333333334
2025-12-01 18:36:00,Dwarka,Asthma triggered again. This pollution in Dwarka is toxic.,Twitter_Mined,2025-12-01,RESPIRATORY,5,204.4375,94.11479166666668
2025-12-04 08:19:00,Anand Vihar,My eyes are burning so bad in Anand Vihar. #DelhiPollution,Twitter_Mined,2025-12-04,OCULAR,9,206.79166666666666,89.70916666666666
2025-12-14 08:23:00,Rohini,Mask is useless in Rohini today. Eyes watering continuously.,Twitter_Mined,2025-12-14,OCULAR,7,211.33333333333334,91.03250000000001
2025-12-03 08:14:00,Munirka,Using nebulizer for the 3rd time today. Worst air quality ever.,Twitter_Mined,2025-12-03,RESPIRATORY,5,203.83333333333334,94.42020833333333
2025-12-06 09:01:00,Anand Vihar,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-06,OCULAR,7,202.3125,88.784375
2025-12-02 13:24:00,Jahangirpuri,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-02,OCULAR,7,205.10416666666666,93.215625
2025-12-14 12:44:00,Connaught Place,Blurred vision due to smog in Connaught Place. Be careful driving.,Twitter_Mined,2025-12-14,OCULAR,7,211.33333333333334,91.03250000000001
2025-12-04 02:15:00,Dwarka,My eyes are burning so bad in Dwarka. #DelhiPollution,Twitter_Mined,2025-12-04,OCULAR,9,206.79166666666666,89.70916666666666
2025-12-10 17:29:00,ITO,Asthma triggered again. This pollution in ITO is toxic.,Twitter_Mined,2025-12-10,RESPIRATORY,5,179.89583333333334,81.16437499999999
2025-12-10 10:16:00,IIT Delhi,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-10,OCULAR,7,179.89583333333334,81.16437499999999
2025-12-11 20:58:00,Connaught Place,Blurred vision due to smog in Connaught Place. Be careful driving.,Twitter_Mined,2025-12-11,OCULAR,7,194.35416666666666,87.54541666666667
2025-12-11 09:05:00,Anand Vihar,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-11,OCULAR,7,194.35416666666666,87.54541666666667
2025-12-04 06:02:00,JNU,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-04,RESPIRATORY,7,206.79166666666666,89.70916666666666
2025-12-15 09:19:00,Rohini,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-15,RESPIRATORY,7,202.5,86.65625
2025-12-01 08:17:00,RK Puram,It feels like chilli powder in the air at RK Puram. Eyes are red.,Twitter_Mined,2025-12-01,OCULAR,7,204.4375,94.11479166666668
2025-12-11 08:38:00,Anand Vihar,"Going to hospital, heavy breathing issues since morning. #DelhiSmog",Twitter_Mined,2025-12-11,RESPIRATORY,7,194.35416666666666,87.54541666666667
2025-12-03 12:40:00,Anand Vihar,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-03,OCULAR,7,203.83333333333334,94.42020833333333
2025-12-09 08:25:00,JNU,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-09,OCULAR,7,197.22916666666666,85.19479166666666
2025-12-12 15:21:00,Vasant Kunj,It feels like chilli powder in the air at Vasant Kunj. Eyes are red.,Twitter_Mined,2025-12-12,OCULAR,7,190.95833333333334,85.74083333333334
2025-12-12 10:15:00,Rohini,Bhai Rohini me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-12,RESPIRATORY,5,190.95833333333334,85.74083333333334
2025-12-13 09:37:00,JNU,Can't breathe properly today in JNU. AQI is insane.,Twitter_Mined,2025-12-13,RESPIRATORY,7,209.1875,93.17625
2025-12-06 13:38:00,JNU,Asthma triggered again. This pollution in JNU is toxic.,Twitter_Mined,2025-12-06,RESPIRATORY,5,202.3125,88.784375
2025-12-13 19:07:00,Jahangirpuri,It feels like chilli powder in the air at Jahangirpuri. Eyes are red.,Twitter_Mined,2025-12-13,OCULAR,7,209.1875,93.17625
2025-12-14 18:41:00,Munirka,Bhai Munirka me toh gas chamber bana hua hai. Coughing non-stop.,Twitter_Mined,2025-12-14,RESPIRATORY,5,211.33333333333334,91.03250000000001
2025-12-13 10:31:00,IIT Delhi,Asthma triggered again. This pollution in IIT Delhi is toxic.,Twitter_Mined,2025-12-13,RESPIRATORY,5,209.1875,93.17625
2025-12-10 18:29:00,Connaught Place,Saans lene me dikkat ho rahi hai nearby Connaught Place. Anyone else?,Twitter_Mined,2025-12-10,RESPIRATORY,5,179.89583333333334,81.16437499999999
2025-12-14 05:55:00,Anand Vihar,Mask is useless in Anand Vihar today. Eyes watering continuously.,Twitter_Mined,2025-12-14,OCULAR,7,211.33333333333334,91.03250000000001
2025-12-14 17:30:00,Vasant Kunj,Sir dard se phat raha hai. Vasant Kunj is extremely polluted.,Bluesky_Sim,2025-12-14,GENERAL,5,211.33333333333334,91.03250000000001
2025-12-05 10:39:00,Dwarka,Aankhon me jalan ho rahi hai subah se. Wearing sunglasses indoors.,Twitter_Mined,2025-12-05,OCULAR,7,188.6875,84.718125
2025-12-15 11:49:00,ITO,Sir dard se phat raha hai. ITO is extremely polluted.,Bluesky_Sim,2025-12-15,GENERAL,5,202.5,86.65625
